character,event_summary,paragraph_num,book_num,book_title
Harry,"And she probably can't work out what her feelings towards Harry are, anyway, because he was the one who was with Cedric when Cedric died, so that's all very mixed up and painful.",3970,5,Harry Potter And The Order Of The Phoenix
Cedric,"And she probably can't work out what her feelings towards Harry are, anyway, because he was the one who was with Cedric when Cedric died, so that's all very mixed up and painful.",3970,5,Harry Potter And The Order Of The Phoenix
Harry,"'Well,' said Harry, an unpleasant heat creeping up his face, 'I sort of - patted her on the back a bit.'",3976,5,Harry Potter And The Order Of The Phoenix
Cho,"Yes, he had liked Cho for ages, but whenever he had imagined a scene involving the two of them it had always featured a Cho who was enjoying herself, as opposed to a Cho who was sobbing uncontrollably into his shoulder.",3984,5,Harry Potter And The Order Of The Phoenix
Ron,"Ron said nothing, but looked disgruntled.",3986,5,Harry Potter And The Order Of The Phoenix
Harry,"'Well,' said Harry, considering the matter, 'I's'pose he's older, isn't he… and he's an international Quidditch player…'",3989,5,Harry Potter And The Order Of The Phoenix
Ron,Ron was standing over him looking extremely frightened.,4004,5,Harry Potter And The Order Of The Phoenix
Harry,'No!' said Harry furiously; it was crucial that Ron understand.,4011,5,Harry Potter And The Order Of The Phoenix
Ron,'No!' said Harry furiously; it was crucial that Ron understand.,4011,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry choked, wiping his mouth on his pyjamas and shaking uncontrollably.",4015,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry told her, his voice rising to a shout.",4023,5,Harry Potter And The Order Of The Phoenix
Dean,"They followed Professor McGonagall past the silent figures of Neville, Dean and Seamus, out of the dormitory, down the spiral stairs into the common room, through the portrait hole and off along the Fat Lady's moonlit corridor.",4028,5,Harry Potter And The Order Of The Phoenix
Mcgonagall,"They followed Professor McGonagall past the silent figures of Neville, Dean and Seamus, out of the dormitory, down the spiral stairs into the common room, through the portrait hole and off along the Fat Lady's moonlit corridor.",4028,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry felt as though the panic inside him might spill over at any moment; he wanted to run, to yell for Dumbledore; Mr Weasley was bleeding as they walked along so sedately, and what if those fangs (Harry tried hard not to think 'my fangs') had been poisonous?",4028,5,Harry Potter And The Order Of The Phoenix
Weasley,"Harry felt as though the panic inside him might spill over at any moment; he wanted to run, to yell for Dumbledore; Mr Weasley was bleeding as they walked along so sedately, and what if those fangs (Harry tried hard not to think 'my fangs') had been poisonous?",4028,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"Harry felt as though the panic inside him might spill over at any moment; he wanted to run, to yell for Dumbledore; Mr Weasley was bleeding as they walked along so sedately, and what if those fangs (Harry tried hard not to think 'my fangs') had been poisonous?",4028,5,Harry Potter And The Order Of The Phoenix
Norris,"Mrs. Norris slunk away into the shadows, and in a few minutes they had reached the stone gargoyle guarding the entrance to Dumbledore's office.",4028,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"Mrs. Norris slunk away into the shadows, and in a few minutes they had reached the stone gargoyle guarding the entrance to Dumbledore's office.",4028,5,Harry Potter And The Order Of The Phoenix
Dumbledore,It sounded as though Dumbledore was entertaining at least a dozen people.,4030,5,Harry Potter And The Order Of The Phoenix
Potter,"'Professor Dumbledore, Potter has had a… well, a nightmare,' said Professor McGonagall. '",4034,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"'Professor Dumbledore, Potter has had a… well, a nightmare,' said Professor McGonagall. '",4034,5,Harry Potter And The Order Of The Phoenix
Mcgonagall,"'Professor Dumbledore, Potter has had a… well, a nightmare,' said Professor McGonagall. '",4034,5,Harry Potter And The Order Of The Phoenix
Potter,"'Very well, then, Potter, you tell the Headmaster about it.'",4036,5,Harry Potter And The Order Of The Phoenix
Harry,"'I… well, I was asleep…' said Harry and, even in his terror and his desperation to make Dumbledore understand, he felt slightly irritated that the Headmaster was not looking at him, but examining his own interlocked fingers.",4037,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"'I… well, I was asleep…' said Harry and, even in his terror and his desperation to make Dumbledore understand, he felt slightly irritated that the Headmaster was not looking at him, but examining his own interlocked fingers.",4037,5,Harry Potter And The Order Of The Phoenix
Harry,"Ron looked from Harry to Dumbledore, white-faced and shocked.",4038,5,Harry Potter And The Order Of The Phoenix
Ron,"Ron looked from Harry to Dumbledore, white-faced and shocked.",4038,5,Harry Potter And The Order Of The Phoenix
Dumbledore,And why could Dumbledore not do him the courtesy of looking at him?,4045,5,Harry Potter And The Order Of The Phoenix
Everard,'Everard?' he said sharply.,4046,5,Harry Potter And The Order Of The Phoenix
Everard,"Everard, you will need to raise the alarm, make sure he is found by the right people -'",4048,5,Harry Potter And The Order Of The Phoenix
Harry,"Professor McGonagall pulled her wand from the pocket of her dressing gown and waved it; three chairs appeared out of thin air, straight-backed and wooden, quite unlike the comfortable chintz armchairs that Dumbledore had conjured up at Harry's hearing.",4052,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"Professor McGonagall pulled her wand from the pocket of her dressing gown and waved it; three chairs appeared out of thin air, straight-backed and wooden, quite unlike the comfortable chintz armchairs that Dumbledore had conjured up at Harry's hearing.",4052,5,Harry Potter And The Order Of The Phoenix
Mcgonagall,"Professor McGonagall pulled her wand from the pocket of her dressing gown and waved it; three chairs appeared out of thin air, straight-backed and wooden, quite unlike the comfortable chintz armchairs that Dumbledore had conjured up at Harry's hearing.",4052,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"With a look of grim satisfaction, Dumbledore gave the instrument another gentle tap with his wand: the clinking noise slowed and died and the smoke serpents grew faint, became a formless haze and vanished.",4058,5,Harry Potter And The Order Of The Phoenix
Dilys,"'I take it Dilys will have seen him arrive, then -'",4061,5,Harry Potter And The Order Of The Phoenix
Minerva,"'Minerva, I need you to go and wake the other Weasley children.'",4064,5,Harry Potter And The Order Of The Phoenix
Mcgonagall,Professor McGonagall got up and moved swiftly to the door.,4065,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"That will be a job for Fawkes when he has finished keeping a lookout for anybody approaching,' said Dumbledore.",4067,5,Harry Potter And The Order Of The Phoenix
Weasley,"Harry knew Dumbledore was referring to the clock that told, not the time, but the whereabouts and conditions of the various Weasley family members, and with a pang he thought that Mr Weasley's hand must, even now, be pointing at mortal peril.",4068,5,Harry Potter And The Order Of The Phoenix
Harry Knew Dumbledore,"Harry knew Dumbledore was referring to the clock that told, not the time, but the whereabouts and conditions of the various Weasley family members, and with a pang he thought that Mr Weasley's hand must, even now, be pointing at mortal peril.",4068,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry felt cold as he remembered Mrs. Weasley's Boggart turning into Mr Weasley's lifeless body, his glasses askew, blood running down his face… but Mr Weasley wasn't going to die… he couldn't…",4068,5,Harry Potter And The Order Of The Phoenix
Weasley,"Harry felt cold as he remembered Mrs. Weasley's Boggart turning into Mr Weasley's lifeless body, his glasses askew, blood running down his face… but Mr Weasley wasn't going to die… he couldn't…",4068,5,Harry Potter And The Order Of The Phoenix
Harry,Dumbledore was now rummaging in a cupboard behind Harry and Ron.,4069,5,Harry Potter And The Order Of The Phoenix
Dumbledore,Dumbledore was now rummaging in a cupboard behind Harry and Ron.,4069,5,Harry Potter And The Order Of The Phoenix
Ron,Dumbledore was now rummaging in a cupboard behind Harry and Ron.,4069,5,Harry Potter And The Order Of The Phoenix
Harry,"Something about Phineas's voice was familiar to Harry, where had he heard it before?",4075,5,Harry Potter And The Order Of The Phoenix
Harry Potter,"'You are to give him the message that Arthur Weasley has been gravely injured and that his wife, children and Harry Potter will be arriving at his house shortly.",4080,5,Harry Potter And The Order Of The Phoenix
Arthur Weasley,"'You are to give him the message that Arthur Weasley has been gravely injured and that his wife, children and Harry Potter will be arriving at his house shortly.",4080,5,Harry Potter And The Order Of The Phoenix
Harry Potter,"'Arthur Weasley, injured, wife and children and Harry Potter coming to stay,' repeated Phineas in a bored voice. '",4081,5,Harry Potter And The Order Of The Phoenix
Arthur Weasley,"'Arthur Weasley, injured, wife and children and Harry Potter coming to stay,' repeated Phineas in a bored voice. '",4081,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"'No,' said Dumbledore, Tloo powder is not safe at the moment, the Network is being watched.",4086,5,Harry Potter And The Order Of The Phoenix
Tloo,"'No,' said Dumbledore, Tloo powder is not safe at the moment, the Network is being watched.",4086,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"'It is Fawkes's warning,' said Dumbledore, catching the feather as it fell.",4088,5,Harry Potter And The Order Of The Phoenix
Fawkes,"'It is Fawkes's warning,' said Dumbledore, catching the feather as it fell.",4088,5,Harry Potter And The Order Of The Phoenix
Umbridge,"Professor Umbridge must know you're out of your beds… Minerva, go and head her off - tell her any story -'",4088,5,Harry Potter And The Order Of The Phoenix
Minerva,"Professor Umbridge must know you're out of your beds… Minerva, go and head her off - tell her any story -'",4088,5,Harry Potter And The Order Of The Phoenix
Mcgonagall,Professor McGonagall was gone in a swish of tartan.,4089,5,Harry Potter And The Order Of The Phoenix
Harry,Harry and the others gathered around Dumbledore's desk.,4092,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry scrambled to his feet and looked around; they had arrived in the gloomy basement kitchen of number twelve, Grimmauld Place.",4098,5,Harry Potter And The Order Of The Phoenix
Grimmauld Place,"Harry scrambled to his feet and looked around; they had arrived in the gloomy basement kitchen of number twelve, Grimmauld Place.",4098,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry did not know whether he was imagining it or not, but he fancied there was something accusatory in their looks.",4103,5,Harry Potter And The Order Of The Phoenix
Molly,I expect Dumbledores letting Molly know now.',4104,5,Harry Potter And The Order Of The Phoenix
Dumbledores,I expect Dumbledores letting Molly know now.',4104,5,Harry Potter And The Order Of The Phoenix
Ginny,"'We've got to go to St Mungo's,' said Ginny urgently.",4105,5,Harry Potter And The Order Of The Phoenix
Fred,"'Course we can go to St Mungo's if we want,' said Fred, with a mulish expression.",4107,5,Harry Potter And The Order Of The Phoenix
Arthur,'And how are you going to explain how you knew Arthur was attacked before the hospital even let his wife know?',4108,5,Harry Potter And The Order Of The Phoenix
Harry,'It matters because we don't want to draw attention to the fact that Harry is having visions of things that are happening hundreds of miles away!' said Sirius angrily.,4109,5,Harry Potter And The Order Of The Phoenix
Order,"'Listen, your dad's been hurt while on duty for the Order and the circumstances are fishy enough without his children knowing about it seconds after it happened, you could seriously damage the Order's -'",4112,5,Harry Potter And The Order Of The Phoenix
George,Fred and George still looked mutinous.,4119,5,Harry Potter And The Order Of The Phoenix
Weasley,"And it was no good telling himself that by raising the alarm he had ensured that Mr Weasley was found, because there was also the inescapable business of it being he who had attacked Mr Weasley in the first place.",4122,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"I felt like I wanted to attack Dumbledore, too…",4124,5,Harry Potter And The Order Of The Phoenix
Harry,"Fred pulled the parchment out of George's hands and read it for himself, then looked up at Harry, who felt his hand shaking on his Butterbeer bottle again and clenched it more tightly to stop the trembling.",4129,5,Harry Potter And The Order Of The Phoenix
Butterbeer,"Fred pulled the parchment out of George's hands and read it for himself, then looked up at Harry, who felt his hand shaking on his Butterbeer bottle again and clenched it more tightly to stop the trembling.",4129,5,Harry Potter And The Order Of The Phoenix
George,"Fred pulled the parchment out of George's hands and read it for himself, then looked up at Harry, who felt his hand shaking on his Butterbeer bottle again and clenched it more tightly to stop the trembling.",4129,5,Harry Potter And The Order Of The Phoenix
Ron,"Ron was sitting with his head in his hands, whether awake or asleep it was impossible to tell.",4131,5,Harry Potter And The Order Of The Phoenix
Weasley,"At ten past five in the morning by Ron's watch, the kitchen door swung open and Mrs. Weasley entered the kitchen.",4132,5,Harry Potter And The Order Of The Phoenix
Ron,"At ten past five in the morning by Ron's watch, the kitchen door swung open and Mrs. Weasley entered the kitchen.",4132,5,Harry Potter And The Order Of The Phoenix
Ron,Ron gave a very shaky laugh and downed the rest of his Butterbeer in one.,4134,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"They might not have found Arthur for hours, and then it would have been too late, but thanks to you he's alive and Dumbledore's been able to think up a good cover story for Arthur being where he was, you've no idea what trouble he would have been in otherwise, look at poor Sturgis…""",4138,5,Harry Potter And The Order Of The Phoenix
Arthur,"They might not have found Arthur for hours, and then it would have been too late, but thanks to you he's alive and Dumbledore's been able to think up a good cover story for Arthur being where he was, you've no idea what trouble he would have been in otherwise, look at poor Sturgis…""",4138,5,Harry Potter And The Order Of The Phoenix
Sturgis,"They might not have found Arthur for hours, and then it would have been too late, but thanks to you he's alive and Dumbledore's been able to think up a good cover story for Arthur being where he was, you've no idea what trouble he would have been in otherwise, look at poor Sturgis…""",4138,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry could hardly bear her gratitude, but fortunately she soon released him to turn to Sirius and thank him for looking after her children through the night.",4139,5,Harry Potter And The Order Of The Phoenix
Harry Muttered,"'Sirius,' Harry muttered, unable to stand it a moment longer.",4142,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"Back in Dumbledore's office, just before we took the Portkey… for a couple of seconds there I thought I was a snake, I felt like one - my scar really hurt when I was looking at Dumbledore - Sirius, I wanted to attack him!'",4147,5,Harry Potter And The Order Of The Phoenix
Harry,"'It wasn't that,' said Harry, shaking his head, 'it was like something rose up inside me, like there's a snake inside me.'",4150,5,Harry Potter And The Order Of The Phoenix
Harry,Everyone but Harry spent the rest of the morning sleeping.,4153,5,Harry Potter And The Order Of The Phoenix
Hogwarts,"Their trunks arrived from Hogwarts while they were eating lunch, so they could dress as Muggles for the trip to St Mungo's.",4154,5,Harry Potter And The Order Of The Phoenix
Seer,"There isn't any Seer blood in your family, is there?'",4156,5,Harry Potter And The Order Of The Phoenix
Harry,"'No,' said Harry, thinking of Professor Trelawney and feeling insulted.",4157,5,Harry Potter And The Order Of The Phoenix
Trelawney,"'No,' said Harry, thinking of Professor Trelawney and feeling insulted.",4157,5,Harry Potter And The Order Of The Phoenix
Harry,He seized Harry's shoulder to prevent them being separated by a gaggle of shoppers plainly intent on nothing but making it into a nearby shop full of electrical gadgets.,4161,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry thought how absurd it was for Tonks to expect the dummy to hear her talking so quietly through a sheet of glass, with buses rumbling along behind her and all the racket of a street full of shoppers.",4165,5,Harry Potter And The Order Of The Phoenix
Harry,Harry glanced around at the jostling crowd; not one of them seemed to have a glance to spare for window displays as ugly as those of Purge & Dowse Ltd; nor did any of them seem to have noticed that six people had just melted into thin air in front of them.,4166,5,Harry Potter And The Order Of The Phoenix
Harry,"'C'mon,' growled Moody, giving Harry yet another poke in the back, and together they stepped forward through what felt like a sheet of cool water, emerging quite warm and dry on the other side.",4167,5,Harry Potter And The Order Of The Phoenix
Weasley,"'Over here!' called Mrs. Weasley above the renewed clanging of the warlock in the corner, and they followed her to the queue in front of a plump blonde witch seated at a desk marked Enquiries.",4171,5,Harry Potter And The Order Of The Phoenix
Spell Damage,"'You want Spell Damage, fourth floor.",4176,5,Harry Potter And The Order Of The Phoenix
Broderick Bode,'I'm here to see Broderick Bode!',4182,5,Harry Potter And The Order Of The Phoenix
Dai Llewellyn Ward,"'Yes, first floor, second door on the right, Dai Llewellyn Ward.'",4187,5,Harry Potter And The Order Of The Phoenix
Dangerous,"They climbed a flight of stairs and entered the Creature-Induced Injuries corridor, where the second door on the right bore the words: 'Dangerous' Dai Llewellyn Ward: Serious Bites.",4188,5,Harry Potter And The Order Of The Phoenix
Healer,Underneath this was a card in a brass holder on which had been handwritten: Healer-in-Charge: Hippocrates Smethwyck.,4188,5,Harry Potter And The Order Of The Phoenix
Augustus Pye,Trainee Healer: Augustus Pye.,4188,5,Harry Potter And The Order Of The Phoenix
Trainee Healer,Trainee Healer: Augustus Pye.,4188,5,Harry Potter And The Order Of The Phoenix
Arthur,Arthur won't want too many visitors at once… it ought to be just the family first.',4189,5,Harry Potter And The Order Of The Phoenix
Entrail,"The walls were of panelled oak and there was a portrait of a rather vicious-looking wizard on the wall, captioned: Urquhart Rackharrow, 1612—1697, Inventor of the Entrail-expelling Curse.",4191,5,Harry Potter And The Order Of The Phoenix
Urquhart Rackharrow,"The walls were of panelled oak and there was a portrait of a rather vicious-looking wizard on the wall, captioned: Urquhart Rackharrow, 1612—1697, Inventor of the Entrail-expelling Curse.",4191,5,Harry Potter And The Order Of The Phoenix
Curse,"The walls were of panelled oak and there was a portrait of a rather vicious-looking wizard on the wall, captioned: Urquhart Rackharrow, 1612—1697, Inventor of the Entrail-expelling Curse.",4191,5,Harry Potter And The Order Of The Phoenix
Said,"'Said he'd give me another bite if I didn't shut up,' said Mr Weasley sadly.",4199,5,Harry Potter And The Order Of The Phoenix
Weasley,"'Said he'd give me another bite if I didn't shut up,' said Mr Weasley sadly.",4199,5,Harry Potter And The Order Of The Phoenix
Prophet,"'Is it in the Prophet, you being attacked?'",4202,5,Harry Potter And The Order Of The Phoenix
Dad,"'So where were you when it happened, Dad?' asked George.",4205,5,Harry Potter And The Order Of The Phoenix
George,"'So where were you when it happened, Dad?' asked George.",4205,5,Harry Potter And The Order Of The Phoenix
Willy,You know Willy turned out to be behind those regurgitating toilets back in the summer?,4206,5,Harry Potter And The Order Of The Phoenix
Weasley,"'Well, don't ask me how, but he actually got off the toilet charge,' said Mr Weasley grimly.",4209,5,Harry Potter And The Order Of The Phoenix
George,He and George disentangled the string and separated five Extendable Ears from each other.,4219,5,Harry Potter And The Order Of The Phoenix
George,Fred and George handed them around.,4219,5,Harry Potter And The Order Of The Phoenix
Arthur,"It just seems to have vanished after it attacked you, Arthur… but You-Know-Who can't have expected a snake to get in, can he?'",4223,5,Harry Potter And The Order Of The Phoenix
Arthur,"No, I reckon he's trying to get a clearer picture of what he's facing and if Arthur hadn't been there the beast would've had a lot more time to look around.",4224,5,Harry Potter And The Order Of The Phoenix
Potter,"'Yeah, well,' said Moody, 'there's something funny about the Potter kid, we all know that.'",4226,5,Harry Potter And The Order Of The Phoenix
Potter,"Obviously, Potter doesn't realise what that means, but if You-Know-Who's possessing him —'",4228,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry pulled the Extendable Ear out of his own, his heart hammering very fast and heat rushing up his face.",4229,5,Harry Potter And The Order Of The Phoenix
Harry,Was this why Dumbledore would no longer meet Harry's eyes?,4230,5,Harry Potter And The Order Of The Phoenix
Dumbledore,Was this why Dumbledore would no longer meet Harry's eyes?,4230,5,Harry Potter And The Order Of The Phoenix
Harry,"I'm the weapon, Harry thought, and it was as though poison were pumping through his veins, chilling him, bringing him out in a sweat as he swayed with the train through the dark tunnel.",4234,5,Harry Potter And The Order Of The Phoenix
Weasley,"I'm the one Voldemorts trying to use, that's why they've got guards around me everywhere I go, it's not for my protection, it's for other people's, only it's not working, they can't have someone on me all the time at Hogwarts… I did attack Mr Weasley last night, it was me.",4234,5,Harry Potter And The Order Of The Phoenix
Hogwarts,"I'm the one Voldemorts trying to use, that's why they've got guards around me everywhere I go, it's not for my protection, it's for other people's, only it's not working, they can't have someone on me all the time at Hogwarts… I did attack Mr Weasley last night, it was me.",4234,5,Harry Potter And The Order Of The Phoenix
Voldemort,"Voldemort made me do it and he could be inside me, listening to my thoughts right now -",4234,5,Harry Potter And The Order Of The Phoenix
Sirius,"He'll know who's in the Order and where Sirius is… and I've heard loads of stuff I shouldn't have, everything Sirius told me the first night I was here…",4241,5,Harry Potter And The Order Of The Phoenix
Order,"He'll know who's in the Order and where Sirius is… and I've heard loads of stuff I shouldn't have, everything Sirius told me the first night I was here…",4241,5,Harry Potter And The Order Of The Phoenix
Grimmauld Place,There was only one thing for it: he would have to leave Grimmauld Place straightaway.,4242,5,Harry Potter And The Order Of The Phoenix
Privet Drive,"He had no alternative: he was going to have to return to Privet Drive, cut himself off from other wizards entirely.",4243,5,Harry Potter And The Order Of The Phoenix
Harry,"'It's not my own neck I'm saving,' said Harry tersely, tugging the trunk over a patch of particularly uneven, moth-eaten carpet right in front of the door.",4248,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"'Dumbledore says, “Stay where you are.'”",4252,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"He was exhausted, he was confused beyond measure, he had experienced terror, relief, then terror again in the last twelve hours, and still Dumbledore did not want to talk to him!",4255,5,Harry Potter And The Order Of The Phoenix
Harry,"Just stay put while the grown-ups sort it out, Harry!",4256,5,Harry Potter And The Order Of The Phoenix
Harry,Harry bellowed at the empty frame. ',4261,5,Harry Potter And The Order Of The Phoenix
Dumbledore,And tell Dumbledore thanks for nothing!',4261,5,Harry Potter And The Order Of The Phoenix
Harry,"Fuming, Harry dragged his trunk back to the foot of his bed, then threw himself face down on the moth-eaten covers, his eyes shut, his body heavy and aching.",4262,5,Harry Potter And The Order Of The Phoenix
Hermione,"'Well, to tell the truth, skiing's not really my thing,' said Hermione.",4276,5,Harry Potter And The Order Of The Phoenix
Mum,"Mum and Dad are a bit disappointed, but I've told them that everyone who is serious about the exams is staying at Hogwarts to study.",4276,5,Harry Potter And The Order Of The Phoenix
Dad,"Mum and Dad are a bit disappointed, but I've told them that everyone who is serious about the exams is staying at Hogwarts to study.",4276,5,Harry Potter And The Order Of The Phoenix
Ron,"Anyway,' she said briskly, 'let's go to your bedroom, Ron's mum has lit a fire in there",4276,5,Harry Potter And The Order Of The Phoenix
Ginny,'Ron and Ginny say you've been hiding from everyone since you got back from St Mungo's.',4280,5,Harry Potter And The Order Of The Phoenix
Ron,'Ron and Ginny say you've been hiding from everyone since you got back from St Mungo's.',4280,5,Harry Potter And The Order Of The Phoenix
Harry,"'Yeah?' growled Harry, his hands deep in his pockets as he watched the snow now falling thickly outside.",4286,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry hardly dared believe her, yet his heart was lightening almost in spite of himself.",4294,5,Harry Potter And The Order Of The Phoenix
Hermione,"'One day,' said Hermione, sounding thoroughly exasperated, 'you'll read Hogwarts: A History, and perhaps it will remind you that you can't Apparate or Disapparate inside Hogwarts.",4298,5,Harry Potter And The Order Of The Phoenix
Harry,"Even Voldemort couldn't just make you fly out of your dormitory, Harry.'",4298,5,Harry Potter And The Order Of The Phoenix
Harry,"'Good haul this year,' he informed Harry through a cloud of paper.",4305,5,Harry Potter And The Order Of The Phoenix
Harry,"Hagrid had sent a furry brown wallet that had fangs, which were presumably supposed to be an anti-theft device, but unfortunately prevented Harry putting any money in without getting his fingers ripped off.",4307,5,Harry Potter And The Order Of The Phoenix
Harry,"Mr and Mrs. Weasley the usual hand-knitted jumper and some mince pies, and Dobby a truly dreadful painting that Harry suspected had been done by the elf himself.",4307,5,Harry Potter And The Order Of The Phoenix
Weasley,"Mr and Mrs. Weasley the usual hand-knitted jumper and some mince pies, and Dobby a truly dreadful painting that Harry suspected had been done by the elf himself.",4307,5,Harry Potter And The Order Of The Phoenix
Dobby,"Mr and Mrs. Weasley the usual hand-knitted jumper and some mince pies, and Dobby a truly dreadful painting that Harry suspected had been done by the elf himself.",4307,5,Harry Potter And The Order Of The Phoenix
Mum,"'Mum's crying again,' said Fred heavily.",4309,5,Harry Potter And The Order Of The Phoenix
Fred,"'Mum's crying again,' said Fred heavily.",4309,5,Harry Potter And The Order Of The Phoenix
Percy,Told her Percy's nothing more than a humungous pile of rat droppings.',4311,5,Harry Potter And The Order Of The Phoenix
Ron,"And that perfume's really unusual, Ron.'",4317,5,Harry Potter And The Order Of The Phoenix
Urgh,"'He must be sneaking around upstairs,' he said, and without further ado pulled open the door. 'Urgh!'",4327,5,Harry Potter And The Order Of The Phoenix
Harry,"In a far corner glinted small objects and coins that Harry guessed Kreacher had saved, magpie-like, from Sirius's purge of the house, and he had also managed to retrieve the silver-framed family photographs that Sirius had thrown away over the summer.",4328,5,Harry Potter And The Order Of The Phoenix
Dobby,"'Dobby did, he left the Malfoys' to give me warnings two years ago.",4335,5,Harry Potter And The Order Of The Phoenix
Til,"Sirius looked slightly disconcerted for a moment, then said, Til look for him later, I expect I'll find him upstairs crying his eyes out over my mother's old bloomers or something.",4336,5,Harry Potter And The Order Of The Phoenix
Weasley,"'Fine, fine,' said Mr Weasley, a little too heartily.",4344,5,Harry Potter And The Order Of The Phoenix
Arthur,"Why have you had your bandages changed a day early, Arthur?",4347,5,Harry Potter And The Order Of The Phoenix
Weasley,"'What?' said Mr Weasley, looking rather frightened and pulling the bed covers higher up his chest.",4348,5,Harry Potter And The Order Of The Phoenix
Harry,"'Fifth floor,' said Harry, remembering the sign over the welcomewitch's desk.",4360,5,Harry Potter And The Order Of The Phoenix
Ron,"'Watch who you're calling gruesome!' said Ron, his ears turning red.",4364,5,Harry Potter And The Order Of The Phoenix
Lockhart,"'I'm very well indeed, thank you!' said Lockhart exuberantly, pulling a rather battered peacock-feather quill from his pocket.",4375,5,Harry Potter And The Order Of The Phoenix
Harry,"This is our long-term residents' ward,' she informed Harry, Ron,",4390,5,Harry Potter And The Order Of The Phoenix
Ron,"This is our long-term residents' ward,' she informed Harry, Ron,",4390,5,Harry Potter And The Order Of The Phoenix
Gilderoy,"Gilderoy does seem to be getting back some sense of himself; and we've seen a real improvement in Mr Bode, he seems to be regaining the power of speech very well, though he isn't speaking any language we recognise yet.",4391,5,Harry Potter And The Order Of The Phoenix
Bode,"Gilderoy does seem to be getting back some sense of himself; and we've seen a real improvement in Mr Bode, he seems to be regaining the power of speech very well, though he isn't speaking any language we recognise yet.",4391,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry could not remember ever feeling sorrier for anyone, but he could not think of any way of helping Neville out of the situation.",4410,5,Harry Potter And The Order Of The Phoenix
"Harry, Ron,","'My son and his wife,' she said, turning haughtily to Harry, Ron, Hermione and Ginny, 'were tortured into insanity by You-Know-Who's followers.'",4413,5,Harry Potter And The Order Of The Phoenix
Hermione,"'My son and his wife,' she said, turning haughtily to Harry, Ron, Hermione and Ginny, 'were tortured into insanity by You-Know-Who's followers.'",4413,5,Harry Potter And The Order Of The Phoenix
Ginny,"'My son and his wife,' she said, turning haughtily to Harry, Ron, Hermione and Ginny, 'were tortured into insanity by You-Know-Who's followers.'",4413,5,Harry Potter And The Order Of The Phoenix
Ginny,Hermione and Ginny both clapped their hands over their mouths.,4414,5,Harry Potter And The Order Of The Phoenix
Longbottom,"They were Aurors, you know, and very well respected within the wizarding community' Mrs. Longbottom went on. '",4415,5,Harry Potter And The Order Of The Phoenix
Harry,"She no longer had the plump, happy-looking face Harry had seen in Moody's old photograph of the original Order of the Phoenix.",4416,5,Harry Potter And The Order Of The Phoenix
Harry,"Neville looked around at the others, his expression defiant, as though daring them to laugh, but Harry did not think he'd ever found anything less funny in his life.",4420,5,Harry Potter And The Order Of The Phoenix
Black,"Sirius said he had found him up there, covered in dust, no doubt looking for more relics of the Black family to hide in his cupboard.",4427,5,Harry Potter And The Order Of The Phoenix
Harry,"Harry did not mention his vague suspicions to Sirius, whose cheerfulness was evaporating fast now that Christmas was over.",4428,5,Harry Potter And The Order Of The Phoenix
Dumbledore,"Going back to school would mean placing himself once again under the tyranny of Dolores Umbridge, who had no doubt managed to force through another dozen decrees in their absence; there was no Quidditch to look forward to now that he had been banned; there was every likelihood that their burden of homework would increase as the exams drew even nearer; and Dumbledore remained as remote as ever.",4429,5,Harry Potter And The Order Of The Phoenix
Quidditch,"Going back to school would mean placing himself once again under the tyranny of Dolores Umbridge, who had no doubt managed to force through another dozen decrees in their absence; there was no Quidditch to look forward to now that he had been banned; there was every likelihood that their burden of homework would increase as the exams drew even nearer; and Dumbledore remained as remote as ever.",4429,5,Harry Potter And The Order Of The Phoenix
Snape,Professor Snape would like a word with you.',4431,5,Harry Potter And The Order Of The Phoenix
Harry,"'No!' said Harry indignantly, racking his brains to think what he could have done that would make Snape pursue him to Grimmauld Place.",4438,5,Harry Potter And The Order Of The Phoenix
Grimmauld Place,"'No!' said Harry indignantly, racking his brains to think what he could have done that would make Snape pursue him to Grimmauld Place.",4438,5,Harry Potter And The Order Of The Phoenix
