character,event_summary,book,paragraph_num
Salamanders,"Anyone would have thought Hagrid had never shown them impressive creatures; admittedly, the Flobberworms had been a bit dull, but the Salamanders and Hippogriffs had been interesting enough, and the Blast-Ended Skrewts perhaps too much so.",05 Harry Potter And The Order Of The Phoenix,2214
Gryffindor,"'Five points for Gryffindor,' said Professor Grubbly-Plank.",05 Harry Potter And The Order Of The Phoenix,2217
Harry,"'Woodlice,' said Hermione promptly which explained why what Harry had taken to be grains of brown rice were moving.",05 Harry Potter And The Order Of The Phoenix,2218
Harry,Harry deliberately circled around the back so that he ended up right next to Professor Grubbly-Plank.,05 Harry Potter And The Order Of The Phoenix,2220
Harry,"Smirking all over his pointed face, Draco Malfoy leaned across Harry and seized the largest Bowtruckle.",05 Harry Potter And The Order Of The Phoenix,2222
Harry,"Malfoy walked away, smirking over his shoulder at Harry, who felt suddenly sick.",05 Harry Potter And The Order Of The Phoenix,2226
Malfoy,"Malfoy walked away, smirking over his shoulder at Harry, who felt suddenly sick.",05 Harry Potter And The Order Of The Phoenix,2226
Malfoy,Did Malfoy know something?,05 Harry Potter And The Order Of The Phoenix,2226
Order,His father was a Death Eater after all; what if he had information about Hagrid's fate that had not yet reached the ears of the Order?,05 Harry Potter And The Order Of The Phoenix,2226
Malfoy,'It's just playing into Malfoy's hands to look worried; it tells him we don't know exactly what's going on.,05 Harry Potter And The Order Of The Phoenix,2227
overgrown moron,"So even if that overgrown moron does show up again, he'll probably be sent packing straightaway.'",05 Harry Potter And The Order Of The Phoenix,2228
Goyle,"Crabbe and Goyle, who had already been guffawing at the idea of Hagrid being sacked, laughed still harder as the Bowtruckle set off at full tilt towards the Forest, a little moving stick-man soon swallowed up among the tree roots.",05 Harry Potter And The Order Of The Phoenix,2229
Harry,'If he calls Hagrid a moron one more time…' said Harry through gritted teeth.,05 Harry Potter And The Order Of The Phoenix,2230
Harry,"'Harry, don't go picking a row with Malfoy, don't forget, he's a prefect now, he could make life difficult for you…'",05 Harry Potter And The Order Of The Phoenix,2231
Malfoy,"'Harry, don't go picking a row with Malfoy, don't forget, he's a prefect now, he could make life difficult for you…'",05 Harry Potter And The Order Of The Phoenix,2231
Harry,"'Wow, I wonder what it'd be like to have a difficult life?' said Harry sarcastically.",05 Harry Potter And The Order Of The Phoenix,2232
Harry,"'I just wish Hagrid would hurry up and get back, that's all,' said Harry in a low voice, as they reached the greenhouses.",05 Harry Potter And The Order Of The Phoenix,2233
Harry,"'Because she'll never be as good as Hagrid,' said Harry firmly, fully aware that he had just experienced an exemplary Care of Magical Creatures lesson and was thoroughly annoyed about it.",05 Harry Potter And The Order Of The Phoenix,2234
Harry,Harry thought of the sinister winged horses he had seen on the night he had arrived and how Luna had said she could see them too.,05 Harry Potter And The Order Of The Phoenix,2243
Luna,Harry thought of the sinister winged horses he had seen on the night he had arrived and how Luna had said she could see them too.,05 Harry Potter And The Order Of The Phoenix,2243
Harry,"'Er - thanks very much, Ernie,' said Harry, taken aback but pleased.",05 Harry Potter And The Order Of The Phoenix,2245
Ernie,"'Er - thanks very much, Ernie,' said Harry, taken aback but pleased.",05 Harry Potter And The Order Of The Phoenix,2245
Sprout,"To nobody's surprise, Professor Sprout started their lesson by lecturing them about the importance of OWLs.",05 Harry Potter And The Order Of The Phoenix,2246
Sprout,"Tired and smelling strongly of dragon dung, Professor Sprout's preferred type of fertiliser, the Gryffindors trooped back up to the castle an hour and a half later, none of them talking very much; it had been another long day.",05 Harry Potter And The Order Of The Phoenix,2246
Harry,"As Harry was starving, and he had his first detention with Umbridge at five o'clock, he headed straight for dinner without dropping off his bag in Gryffindor Tower so that he could bolt something down before facing whatever she had in store for him.",05 Harry Potter And The Order Of The Phoenix,2247
Keeper,"'Why… oh yeah, Keeper tryouts!'",05 Harry Potter And The Order Of The Phoenix,2250
Harry,"'I didn't decide not to be there!' said Harry, stung by the injustice of these words.",05 Harry Potter And The Order Of The Phoenix,2252
Ron,"'What d'you reckon are the odds of Umbridge letting you off on Friday?' said Ron sceptically, as they sat down at the Gryffindor table.",05 Harry Potter And The Order Of The Phoenix,2255
Gryffindor,"'What d'you reckon are the odds of Umbridge letting you off on Friday?' said Ron sceptically, as they sat down at the Gryffindor table.",05 Harry Potter And The Order Of The Phoenix,2255
Vanishing Spells,"You realise we've got to write three essays, practise Vanishing Spells for McGonagall, work out a counter-charm for Flitwick, finish the Bowtruckle drawing and start that stupid dream diary for Trelawney?'",05 Harry Potter And The Order Of The Phoenix,2256
Ron,Ron moaned and for some reason glanced up at the ceiling.,05 Harry Potter And The Order Of The Phoenix,2257
Lupin,"When Lupin had occupied it, it was likely you would meet some fascinating Dark creature in a cage or tank if you came to call.",05 Harry Potter And The Order Of The Phoenix,2261
Harry,"These were so foul that Harry stared at them, transfixed, until Professor Umbridge spoke again.",05 Harry Potter And The Order Of The Phoenix,2262
Umbridge,"These were so foul that Harry stared at them, transfixed, until Professor Umbridge spoke again.",05 Harry Potter And The Order Of The Phoenix,2262
Mr Potter,"This is your punishment for spreading evil, nasty, attention-seeking stories, Mr Potter, and punishments certainly cannot be adjusted to suit the guilty one's convenience.",05 Harry Potter And The Order Of The Phoenix,2268
Harry,Harry felt the blood surge to his head and heard a thumping noise in his ears.,05 Harry Potter And The Order Of The Phoenix,2270
Potter,"Now, you are going to be doing some lines for me, Mr Potter.",05 Harry Potter And The Order Of The Phoenix,2272
Harry,"Harry asked, with a creditable imitation of politeness.",05 Harry Potter And The Order Of The Phoenix,2275
Harry,Harry placed the point of the quill on the paper and wrote: / must not tell lies.,05 Harry Potter And The Order Of The Phoenix,2279
Harry,Harry left her office without a word.,05 Harry Potter And The Order Of The Phoenix,2288
Harry,"Harry hesitated for a fraction of a second, then said, 'Lines.'",05 Harry Potter And The Order Of The Phoenix,2293
Harry,"It was another bad day for Harry; he was one of the worst in Transfiguration, not having practised Vanishing Spells at all.",05 Harry Potter And The Order Of The Phoenix,2294
Vanishing Spells,"It was another bad day for Harry; he was one of the worst in Transfiguration, not having practised Vanishing Spells at all.",05 Harry Potter And The Order Of The Phoenix,2294
Quidditch,'D'you think I'd rather be stuck in a room with that old toad or playing Quidditch?',05 Harry Potter And The Order Of The Phoenix,2295
Harry,"'At least it's only lines,' said Hermione consolingly, as Harry sank back on to his bench and looked down at his steak and kidney pie, which he no longer fancied very much.",05 Harry Potter And The Order Of The Phoenix,2296
Harry,Harry had the distinct impression that he was not alone in concealing things at the moment.,05 Harry Potter And The Order Of The Phoenix,2300
Harry,Harry thought it unlikely that it would keep healing as effectively for long.,05 Harry Potter And The Order Of The Phoenix,2301
Gryffindor,"His homework situation, however, was now desperate, and when he returned to the Gryffindor common room he did not, though exhausted, go to bed, but opened his books and began Snape's moonstone essay.",05 Harry Potter And The Order Of The Phoenix,2302
Gryffindor Keeper,'I - I thought I'd try out for Gryffindor Keeper now I've got a decent broom.,05 Harry Potter And The Order Of The Phoenix,2312
Keeper,"I've never seen you play Keeper, are you good?'",05 Harry Potter And The Order Of The Phoenix,2313
Ron,Ron looked nervous and anxious.,05 Harry Potter And The Order Of The Phoenix,2315
Fred,'Fred and George are going to laugh themselves stupid when I turn up for the tryouts.,05 Harry Potter And The Order Of The Phoenix,2315
George,'Fred and George are going to laugh themselves stupid when I turn up for the tryouts.,05 Harry Potter And The Order Of The Phoenix,2315
Harry,"'I wish I was going to be there,' said Harry bitterly, as they set off together towards the common room.",05 Harry Potter And The Order Of The Phoenix,2316
Harry,"Harry, who had just scratched his nose with his free right hand, tried to hide it, but had as much success as Ron with his Cleansweep.",05 Harry Potter And The Order Of The Phoenix,2318
Ron,"Harry, who had just scratched his nose with his free right hand, tried to hide it, but had as much success as Ron with his Cleansweep.",05 Harry Potter And The Order Of The Phoenix,2318
Harry,"Harry hesitated, but after all, Ron had been honest with him, so he told Ron the truth about the hours he had been spending in Umbridge's office.",05 Harry Potter And The Order Of The Phoenix,2321
Ron,"Harry hesitated, but after all, Ron had been honest with him, so he told Ron the truth about the hours he had been spending in Umbridge's office.",05 Harry Potter And The Order Of The Phoenix,2321
Ron,"Ron said in a revolted whisper as they came to a halt in front of the Fat Lady, who was dozing peacefully with her head against her frame.",05 Harry Potter And The Order Of The Phoenix,2322
Dumbledore,He was not going to go to Dumbledore for help when Dumbledore had not spoken to him once since June.,05 Harry Potter And The Order Of The Phoenix,2326
Harry,Two things sustained Harry that day.,05 Harry Potter And The Order Of The Phoenix,2329
Harry,"The sky was darkening, and Harry doubted he would be able to see the sixth and seventh people at all.",05 Harry Potter And The Order Of The Phoenix,2337
Potter,"'Well, I think I've made my point, Mr Potter.",05 Harry Potter And The Order Of The Phoenix,2343
Harry,"Oh - brilliant!' said Harry, trying to smile naturally, while his heart continued to race and his hand throbbed and bled.",05 Harry Potter And The Order Of The Phoenix,2348
Quidditch,He comes from a family of good Quidditch players.,05 Harry Potter And The Order Of The Phoenix,2356
Ron,"And do me a favour and help Ron as much as you can, OK?'",05 Harry Potter And The Order Of The Phoenix,2356
Harry,"And sure enough, now that he looked, Harry saw that there were woolly hats concealed all around the room where unwary elves might accidentally pick them up.",05 Harry Potter And The Order Of The Phoenix,2359
Harry,"'Yeah,' said Harry, before he could stop himself, 'that's the only bit of me Dumbledore cares about, isn't it, my scar?'",05 Harry Potter And The Order Of The Phoenix,2370
Hermione,"The detritus of crumpled-up bits of parchment, old Gobstones, empty ingredient jars and sweet wrappers that usually covered the common room at the end of each day was gone, as were all Hermione's elf hats.",05 Harry Potter And The Order Of The Phoenix,2380
Umbridge,"We've got a new Defence Against the Dark Arts teacher, Professor Umbridge.",05 Harry Potter And The Order Of The Phoenix,2384
Harry,"Harry reread the letter several times, trying to see it from the point of view of an outsider.",05 Harry Potter And The Order Of The Phoenix,2386
Harry,"'I would not go that way if I were you,' said Nearly Headless Nick, drifting disconcertingly through a wall just ahead of Harry as he walked down the passage.",05 Harry Potter And The Order Of The Phoenix,2388
Paracelsus,'Peeves is planning an amusing joke on the next person to pass the bust of Paracelsus halfway down the corridor.',05 Harry Potter And The Order Of The Phoenix,2388
Harry,"I'm off to try and find the Bloody Baron… he might be able to put a stop to it… see you, Harry",05 Harry Potter And The Order Of The Phoenix,2390
Harry,"She had the unmistakeable air of a cat that was ofi to report to her boss, yet Harry could not see why; he was perfectly entitled to walk up to the Owlery on a Saturday morning.",05 Harry Potter And The Order Of The Phoenix,2393
Harry,"The sun was high in the sky now and when Harry entered the Owlery the glassless windows dazzled his eyes; thick silvery beams of sunlight crisscrossed the circular room in which hundreds of owls nestled on rafters, a little restless in the early-morning light, some clearly just returned from hunting.",05 Harry Potter And The Order Of The Phoenix,2394
Hogwarts,"A great, reptilian winged horse, just like the ones pulling the Hogwarts carriages, with leathery black wings spread wide like a pterodactyl's, rose up out of the trees like a grotesque, giant bird.",05 Harry Potter And The Order Of The Phoenix,2400
Harry,"The whole thing had happened so quickly, Harry could hardly believe what he had seen, except that his heart was hammering madly.",05 Harry Potter And The Order Of The Phoenix,2400
Good Quidditch,'Good Quidditch conditions.,05 Harry Potter And The Order Of The Phoenix,2405
Cho,Cho had selected one of the school barn owls.,05 Harry Potter And The Order Of The Phoenix,2406
Keeper,"'Hey, has Gryffindor got a new Keeper yet?'",05 Harry Potter And The Order Of The Phoenix,2407
Gryffindor,"'Hey, has Gryffindor got a new Keeper yet?'",05 Harry Potter And The Order Of The Phoenix,2407
Cho,The Tornados-hater?' said Cho rather coolly.,05 Harry Potter And The Order Of The Phoenix,2409
Harry,Harry's insides re-inflated so rapidly he felt as though he might actually float a few inches off the dropping-strewn floor.,05 Harry Potter And The Order Of The Phoenix,2413
Harry,"'Aha!' said Filch, taking a flat-footed step towards Harry, his pouchy cheeks trembling with anger.",05 Harry Potter And The Order Of The Phoenix,2415
Filch,"'Aha!' said Filch, taking a flat-footed step towards Harry, his pouchy cheeks trembling with anger.",05 Harry Potter And The Order Of The Phoenix,2415
Filch,"'I have my sources,' said Filch in a self-satisfied hiss.",05 Harry Potter And The Order Of The Phoenix,2417
Harry,"Harry walked on, feeling quietly elated.",05 Harry Potter And The Order Of The Phoenix,2426
Harry,"'Morning,' Harry said brightly to Ron and Hermione as he joined them at the Gryffindor table in the Great Hall.",05 Harry Potter And The Order Of The Phoenix,2428
Hermione,"'Morning,' Harry said brightly to Ron and Hermione as he joined them at the Gryffindor table in the Great Hall.",05 Harry Potter And The Order Of The Phoenix,2428
Ron,"'Morning,' Harry said brightly to Ron and Hermione as he joined them at the Gryffindor table in the Great Hall.",05 Harry Potter And The Order Of The Phoenix,2428
Gryffindor,"'Morning,' Harry said brightly to Ron and Hermione as he joined them at the Gryffindor table in the Great Hall.",05 Harry Potter And The Order Of The Phoenix,2428
Ron,'Anything interesting?' said Ron.,05 Harry Potter And The Order Of The Phoenix,2434
Harry,Harry devoted himself to another helping of eggs and bacon.,05 Harry Potter And The Order Of The Phoenix,2436
blah blah blah,"'“The Ministry of Magic has received a tip-off from a reliable source that Sirius Black, notorious mass murderer… blah blah blah… is currently hiding in London !”'",05 Harry Potter And The Order Of The Phoenix,2439
Dumbledore,'Dumbledore did warn him not to.',05 Harry Potter And The Order Of The Phoenix,2442
Harry,Harry looked down glumly at the bit ol the Prophet he had torn off.,05 Harry Potter And The Order Of The Phoenix,2443
Prophet,Harry looked down glumly at the bit ol the Prophet he had torn off.,05 Harry Potter And The Order Of The Phoenix,2443
Clapham,"Sturgis Podmore, 38, of number two, Laburnum Gardens, Clapham, has appeared in front of the Wizengamot charged with trespass and attempted robbery at the Ministry of Magic on 3ISI August.",05 Harry Potter And The Order Of The Phoenix,2446
Sturgis Podmore,"Sturgis Podmore, 38, of number two, Laburnum Gardens, Clapham, has appeared in front of the Wizengamot charged with trespass and attempted robbery at the Ministry of Magic on 3ISI August.",05 Harry Potter And The Order Of The Phoenix,2446
Eric Munch,"Podmore was arrested by Ministry of Magic watchwizard Eric Munch, who found him attempting to force his way through a top-security door at one o'clock in the morning.",05 Harry Potter And The Order Of The Phoenix,2446
Hermione,"'Ron, shh!' said Hermione, casting a terrified look around them.",05 Harry Potter And The Order Of The Phoenix,2448
Ron,"'Ron, shh!' said Hermione, casting a terrified look around them.",05 Harry Potter And The Order Of The Phoenix,2448
Order,'D'you reckon he was doing something for the Order?',05 Harry Potter And The Order Of The Phoenix,2451
Sturgis,"'Sturgis was supposed to come and see us off, remember?'",05 Harry Potter And The Order Of The Phoenix,2452
Hermione,"he went on, dropping his voice dramatically at the threatening look on Hermione's face.",05 Harry Potter And The Order Of The Phoenix,2455
Sprout,"'Right, well, I think we should tackle that essay for Sprout on self-fertilising shrubs first and if we're lucky we'll be able to start McGonagall's Inanimatus Conjurus Spell before lunch…'",05 Harry Potter And The Order Of The Phoenix,2459
Ron,"'Yeah, that's right,' said Ron, in a heartened tone.",05 Harry Potter And The Order Of The Phoenix,2463
Harry,"They collected balls from the cupboard in the changing room and set to work, Ron guarding the three tall goalposts, Harry playing Chaser and trying to get the Quaffle past Ron.",05 Harry Potter And The Order Of The Phoenix,2465
Ron,"They collected balls from the cupboard in the changing room and set to work, Ron guarding the three tall goalposts, Harry playing Chaser and trying to get the Quaffle past Ron.",05 Harry Potter And The Order Of The Phoenix,2465
Harry,Harry thought Ron was pretty good; he blocked three-quarters of the goals Harry attempted to put past him and played better the longer they practised.,05 Harry Potter And The Order Of The Phoenix,2465
Ron,Harry thought Ron was pretty good; he blocked three-quarters of the goals Harry attempted to put past him and played better the longer they practised.,05 Harry Potter And The Order Of The Phoenix,2465
Fred,"'Ready to show us all up, Ickle Prefect?' said Fred, emerging tousle-haired from the neck of his Quidditch robes, a slightly malicious grin on his face.",05 Harry Potter And The Order Of The Phoenix,2467
Ron,"'Shut up,' said Ron, stony-faced, pulling on his own team robes for the first time.",05 Harry Potter And The Order Of The Phoenix,2468
Oliver Wood's,"They fitted him well considering they had been Oliver Wood's, who was rather broader in the shoulder.",05 Harry Potter And The Order Of The Phoenix,2468
Harry,"Something in her would-be casual voice made Harry think he might know who the uninvited spectators were, and sure enough, when they left the changing room for the bright sunlight of the pitch it was to a storm of catcalls and jeers from the Slytherin Quidditch team and assorted hangers-on, who were grouped halfway up the empty stands and whose voices echoed loudly around the stadium.",05 Harry Potter And The Order Of The Phoenix,2470
Malfoy,Malfoy called in his sneering drawl.,05 Harry Potter And The Order Of The Phoenix,2471
Ignore,"'Ignore them,' he said, accelerating to catch up with Ron, 'we'll see who's laughing after we play them…'",05 Harry Potter And The Order Of The Phoenix,2473
Ron,"'Ignore them,' he said, accelerating to catch up with Ron, 'we'll see who's laughing after we play them…'",05 Harry Potter And The Order Of The Phoenix,2473
Malfoy,Malfoy and the rest of the Slytherin team were howling with laughter.,05 Harry Potter And The Order Of The Phoenix,2484
Ron,"Ron, get up to the goalposts.",05 Harry Potter And The Order Of The Phoenix,2490
Harry,"Harry, release the Snitch when I say so.",05 Harry Potter And The Order Of The Phoenix,2490
Ron,"We're going to aim for Ron's goal, obviously.'",05 Harry Potter And The Order Of The Phoenix,2490
Harry,Harry zoomed off after the twins to fetch the Snitch.,05 Harry Potter And The Order Of The Phoenix,2491
Ron,"'Ron's making a right pig's ear of things, isn't he?' muttered George, as the three of them landed at the crate containing the balls and opened it to extract one of the Bludgers and the Snitch.",05 Harry Potter And The Order Of The Phoenix,2492
George,"'Ron's making a right pig's ear of things, isn't he?' muttered George, as the three of them landed at the crate containing the balls and opened it to extract one of the Bludgers and the Snitch.",05 Harry Potter And The Order Of The Phoenix,2492
Fred,"'Yeah, well, I hope he hasn't peaked too soon,' said Fred gloomily.",05 Harry Potter And The Order Of The Phoenix,2494
Harry,"From that moment on, Harry was barely aware of what the others were doing.",05 Harry Potter And The Order Of The Phoenix,2495
Seeker,It was his job to recapture the tiny fluttering golden ball that was worth a hundred and fifty points to the Seeker's team and doing so required enormous speed and skill.,05 Harry Potter And The Order Of The Phoenix,2495
Ron,"'Sorry…' Ron repeated, his red face shining like a beacon against the bright blue sky.",05 Harry Potter And The Order Of The Phoenix,2499
Katie,"said Katie thickly, attempting to stem the flow with her sleeve.",05 Harry Potter And The Order Of The Phoenix,2501
Katie,"He saw Fred pull out something purple, examine it for a second and then look round at Katie, evidently horror-struck.",05 Harry Potter And The Order Of The Phoenix,2502
Gryffindor,"She was ignoring the Slytherins, who had now set up a chant of 'Gryffindor are losers, Gryffindor are losers,' but there was a certain rigidity about her seat on the broom nevertheless.",05 Harry Potter And The Order Of The Phoenix,2503
Harry,"Harry, who had just sighted the Snitch circling the opposite goalpost, pulled up feeling distinctly aggrieved.",05 Harry Potter And The Order Of The Phoenix,2504
Alicia,"he said impatiently to Alicia, who was nearest.",05 Harry Potter And The Order Of The Phoenix,2505
Katie,It was plain that Angelina had stopped training just in time; Katie was now chalk white and covered in blood.,05 Harry Potter And The Order Of The Phoenix,2506
Harry,"'How was practice?' asked Hermione rather coolly half an hour later, as Harry and Ron climbed through the portrait hole into the Gryffindor common room.",05 Harry Potter And The Order Of The Phoenix,2510
Hermione,"'How was practice?' asked Hermione rather coolly half an hour later, as Harry and Ron climbed through the portrait hole into the Gryffindor common room.",05 Harry Potter And The Order Of The Phoenix,2510
Ron,"'How was practice?' asked Hermione rather coolly half an hour later, as Harry and Ron climbed through the portrait hole into the Gryffindor common room.",05 Harry Potter And The Order Of The Phoenix,2510
Gryffindor,"'How was practice?' asked Hermione rather coolly half an hour later, as Harry and Ron climbed through the portrait hole into the Gryffindor common room.",05 Harry Potter And The Order Of The Phoenix,2510
Ron,"'I'm going to get started on some homework,' said Ron angrily and stomped off to the staircase to the boys' dormitories and vanished from sight.",05 Harry Potter And The Order Of The Phoenix,2516
Harry,Neither Harry nor Ron seemed to make much headway with their homework that night.,05 Harry Potter And The Order Of The Phoenix,2518
Ron,Neither Harry nor Ron seemed to make much headway with their homework that night.,05 Harry Potter And The Order Of The Phoenix,2518
Harry knew Ron,Harry knew Ron was too preoccupied with how badly he had performed at Quidditch practice and he himself was having difficulty in getting the 'Gryffindor are losers' chant out of his head.,05 Harry Potter And The Order Of The Phoenix,2518
Harry,"'You know, we probably should try and get more homework done during the week,' Harry muttered to Ron, as they finally laid aside Professor McGonagall's long essay on the Inanimatus Conjurus Spell and turned miserably to Professor Sinistra's equally long and difficult essay about Jupiter's many moons.",05 Harry Potter And The Order Of The Phoenix,2520
Ron,"'You know, we probably should try and get more homework done during the week,' Harry muttered to Ron, as they finally laid aside Professor McGonagall's long essay on the Inanimatus Conjurus Spell and turned miserably to Professor Sinistra's equally long and difficult essay about Jupiter's many moons.",05 Harry Potter And The Order Of The Phoenix,2520
McGonagall,"'You know, we probably should try and get more homework done during the week,' Harry muttered to Ron, as they finally laid aside Professor McGonagall's long essay on the Inanimatus Conjurus Spell and turned miserably to Professor Sinistra's equally long and difficult essay about Jupiter's many moons.",05 Harry Potter And The Order Of The Phoenix,2520
Sinistra,"'You know, we probably should try and get more homework done during the week,' Harry muttered to Ron, as they finally laid aside Professor McGonagall's long essay on the Inanimatus Conjurus Spell and turned miserably to Professor Sinistra's equally long and difficult essay about Jupiter's many moons.",05 Harry Potter And The Order Of The Phoenix,2520
Ron,"'Yeah,' said Ron, rubbing slightly bloodshot eyes and throwing his fifth spoiled bit of parchment into the fire beside them.",05 Harry Potter And The Order Of The Phoenix,2521
Ron,"Thanks,' snarled Ron, scratching out the offending sentences.",05 Harry Potter And The Order Of The Phoenix,2526
Ron,Ron unrolled the scroll and began to read.,05 Harry Potter And The Order Of The Phoenix,2535
Umbridge,"I have only just heard (from no less a person than the Minister for Magic himself, who has it from your new teacher, Professor Umbridge) that you have become a Hogwarts prefect.",05 Harry Potter And The Order Of The Phoenix,2536
Ron,"I must tell you, Ron, that nothing could put you in danger of losing your badge more than continued fraternisation with that boy.",05 Harry Potter And The Order Of The Phoenix,2539
Potter,"Yes, I am sure you are surprised to hear this - no doubt you will say that Potter has always been Dumbledore's favourite — but I feel bound to tell you that Dumbledore may not be in charge at Hogwarts much longer and the people who count have a very different - and probably more accurate - view of Potter's behaviour.",05 Harry Potter And The Order Of The Phoenix,2539
Dumbledore,"Yes, I am sure you are surprised to hear this - no doubt you will say that Potter has always been Dumbledore's favourite — but I feel bound to tell you that Dumbledore may not be in charge at Hogwarts much longer and the people who count have a very different - and probably more accurate - view of Potter's behaviour.",05 Harry Potter And The Order Of The Phoenix,2539
Potter,"Seriously, Ron, you do not want to be tarred with the same brush as Potter, it could be very damaging to your future prospects, and I am talking here about life after school, too.",05 Harry Potter And The Order Of The Phoenix,2541
Ron,"Seriously, Ron, you do not want to be tarred with the same brush as Potter, it could be very damaging to your future prospects, and I am talking here about life after school, too.",05 Harry Potter And The Order Of The Phoenix,2541
Potter,"As you must be aware, given that our father escorted him to court, Potter had a disciplinary hearing this summer in front of the whole Wizengamot and he did not come out of it looking too good.",05 Harry Potter And The Order Of The Phoenix,2541
Hogwarts,"As I have hinted above, Dumbledore's regime at Hogwarts may soon be over.",05 Harry Potter And The Order Of The Phoenix,2543
Ron,"Your loyalty, Ron, should be not to him, but to the school and the Ministry.",05 Harry Potter And The Order Of The Phoenix,2543
Umbridge,I shall say only this - a student who shows himself willing to help Professor Umbridge now may be very well-placed for Head Boyship in a couple of years!,05 Harry Potter And The Order Of The Phoenix,2543
Head Boyship,I shall say only this - a student who shows himself willing to help Professor Umbridge now may be very well-placed for Head Boyship in a couple of years!,05 Harry Potter And The Order Of The Phoenix,2543
Sturgis Podmore,"(If you are writing to Mother at any point, you might tell her that a certain Sturgis Podmore, who is a great friend of Dumbledore's, has recently been sent to Azkabanfor trespass at the Ministry.",05 Harry Potter And The Order Of The Phoenix,2544
Harry Potter,"Please think over what I have said most carefully, particularly the bit about Harry Potter, and congratulations again on becoming prefect.",05 Harry Potter And The Order Of The Phoenix,2546
Percy,"'Well,' he said, trying to sound as though he found the whole thing a joke, 'if you want to - er - what is it?' - he checked Percy's letter - 'Oh yeah - “sever ties” with me, I swear I won't get violent.'",05 Harry Potter And The Order Of The Phoenix,2547
Harry,"'Come on, we've got to get this finished sometime before dawn,' he said briskly to Harry, pulling Professor Sinistra's essay back towards him.",05 Harry Potter And The Order Of The Phoenix,2549
Sinistra,"'Come on, we've got to get this finished sometime before dawn,' he said briskly to Harry, pulling Professor Sinistra's essay back towards him.",05 Harry Potter And The Order Of The Phoenix,2549
Harry weakly,"Thanks a million, Hermione,' said Harry weakly, passing over his essay and sinking back into his armchair, rubbing his eyes.",05 Harry Potter And The Order Of The Phoenix,2554
Ron weakly,"'Hermione, you are honestly the most wonderful person I've ever met,' said Ron weakly, 'and if I'm ever rude to you again -'",05 Harry Potter And The Order Of The Phoenix,2560
Harry,"'Harry, yours is OK except for this bit at the end, I think you must have misheard Professor Sinistra, Europa's covered in ice, not mice -Harry?'",05 Harry Potter And The Order Of The Phoenix,2561
Sinistra,"'Harry, yours is OK except for this bit at the end, I think you must have misheard Professor Sinistra, Europa's covered in ice, not mice -Harry?'",05 Harry Potter And The Order Of The Phoenix,2561
Ron,"She gasped, gazing at the fire; Ron dropped his quill.",05 Harry Potter And The Order Of The Phoenix,2567
Harry,"'Yeah, and Dumbledore said it happened whenever Voldemort was feeling a powerful emotion,' said Harry, ignoring, as usual, Ron and Hermione's winces.",05 Harry Potter And The Order Of The Phoenix,2581
Dumbledore,"'Yeah, and Dumbledore said it happened whenever Voldemort was feeling a powerful emotion,' said Harry, ignoring, as usual, Ron and Hermione's winces.",05 Harry Potter And The Order Of The Phoenix,2581
Ron,"'Yeah, and Dumbledore said it happened whenever Voldemort was feeling a powerful emotion,' said Harry, ignoring, as usual, Ron and Hermione's winces.",05 Harry Potter And The Order Of The Phoenix,2581
Harry,"'She's foul enough to be one,' said Harry darkly, and Ron and Hermione nodded vigorously in agreement.",05 Harry Potter And The Order Of The Phoenix,2585
Hermione,"'She's foul enough to be one,' said Harry darkly, and Ron and Hermione nodded vigorously in agreement.",05 Harry Potter And The Order Of The Phoenix,2585
Ron,"'She's foul enough to be one,' said Harry darkly, and Ron and Hermione nodded vigorously in agreement.",05 Harry Potter And The Order Of The Phoenix,2585
Harry,"'Does Lupin know her?' asked Harry quickly, remembering Umbridge's comments about dangerous half-breeds during her first lesson.",05 Harry Potter And The Order Of The Phoenix,2587
Umbridge,"'Does Lupin know her?' asked Harry quickly, remembering Umbridge's comments about dangerous half-breeds during her first lesson.",05 Harry Potter And The Order Of The Phoenix,2587
Lupin,"'Does Lupin know her?' asked Harry quickly, remembering Umbridge's comments about dangerous half-breeds during her first lesson.",05 Harry Potter And The Order Of The Phoenix,2587
Harry,Harry remembered how much shabbier Lupin looked these days and his dislike of Umbridge deepened even further.,05 Harry Potter And The Order Of The Phoenix,2589
Lupin,Harry remembered how much shabbier Lupin looked these days and his dislike of Umbridge deepened even further.,05 Harry Potter And The Order Of The Phoenix,2589
Ron,"There was a pause at this, then Ron said, That's the most stupid thing I've ever heard, including all the stuff that Luna Lovegood comes out with.'",05 Harry Potter And The Order Of The Phoenix,2598
Luna Lovegood,"There was a pause at this, then Ron said, That's the most stupid thing I've ever heard, including all the stuff that Luna Lovegood comes out with.'",05 Harry Potter And The Order Of The Phoenix,2598
Dumbledore,He's getting more paranoid about Dumbledore by the day.,05 Harry Potter And The Order Of The Phoenix,2600
Dumbledore,It's a matter of time before he has Dumbledore arrested on some trumped-up charge.',05 Harry Potter And The Order Of The Phoenix,2600
Ron,Ron's brother Percy reckons there will be -',05 Harry Potter And The Order Of The Phoenix,2601
Percy,Ron's brother Percy reckons there will be -',05 Harry Potter And The Order Of The Phoenix,2601
Dumbledore,"Then, seeing their stricken faces, he added quickly, 'But Dumbledore's not worried, so don't you three get yourselves in a state; I'm sure Hagrid's fine.'",05 Harry Potter And The Order Of The Phoenix,2605
