character,event_summary,book,paragraph_num,event_type,chapter_estimate
James,"But Harry kept his distance this time, because he knew what happened after James had hoisted Severus into the air and taunted him; he knew what had been done and said, and it gave him no pleasure to hear it again…",Harry Potter And The Deathly Hallows,4365,unknown,44
Dumbledore,"Snape was slumped forward in a chair and Dumbledore was standing over him, looking grim.",Harry Potter And The Deathly Hallows,4390,unknown,44
Lily’S,Help me protect Lily’s son.”,Harry Potter And The Deathly Hallows,4396,unknown,44
Harry Potter,"“The Dark Lord will return, and Harry Potter will be in terrible danger when he does.”",Harry Potter And The Deathly Hallows,4398,unknown,44
Karkaroff’S Mark,“Karkaroff’s Mark is becoming darker too.,Harry Potter And The Deathly Hallows,4406,unknown,45
Mark,“Karkaroff intends to flee if the Mark burns.”,Harry Potter And The Deathly Hallows,4406,unknown,45
Harry,And now Harry stood in the headmaster’s office yet again.,Harry Potter And The Deathly Hallows,4410,unknown,45
Dumbledore,"Dumbledore raised his blackened, useless hand, and examined it with the expression of one being shown an interesting curio.",Harry Potter And The Deathly Hallows,4414,unknown,45
Dumbledore,"“Something like that…I was delirious, no doubt…” said Dumbledore.",Harry Potter And The Deathly Hallows,4420,unknown,45
Malfoy,His plan to have the poor Malfoy boy murder me.”,Harry Potter And The Deathly Hallows,4421,unknown,45
Harry,"Snape sat down in the chair Harry had so often occupied, across the desk from Dumbledore.",Harry Potter And The Deathly Hallows,4422,unknown,45
Dumbledore,"Snape sat down in the chair Harry had so often occupied, across the desk from Dumbledore.",Harry Potter And The Deathly Hallows,4422,unknown,45
Hogwarts,“Lord Voldemort foresees a moment in the near future when he will not need a spy at Hogwarts?”,Harry Potter And The Deathly Hallows,4424,unknown,45
Severus,"“I ask this one great favor of you, Severus, because death is coming for me as surely as the Chudley Cannons will finish bottom of this year’s league.",Harry Potter And The Deathly Hallows,4436,unknown,45
Harry,"I spend time with Harry because I have things to discuss with him, information I must give him before it is too late.”",Harry Potter And The Deathly Hallows,4441,unknown,45
Dumbledore,"“Voldemort fears that connection,” said Dumbledore.",Harry Potter And The Deathly Hallows,4447,unknown,45
Harry,"“In the case of Harry and Lord Voldemort, to speak of one is to speak of the other.”",Harry Potter And The Deathly Hallows,4449,unknown,45
Voldemort,"“In the case of Harry and Lord Voldemort, to speak of one is to speak of the other.”",Harry Potter And The Deathly Hallows,4449,unknown,45
Harry,"“Harry must not know, not until the last moment, not until it is necessary, otherwise how could he have the strength to do what must be done?”",Harry Potter And The Deathly Hallows,4455,unknown,45
Harry,"If there comes a time when Lord Voldemort stops sending that snake forth to do his bidding, but keeps it safe beside him under magical protection, then, I think, it will be safe to tell Harry.”",Harry Potter And The Deathly Hallows,4457,unknown,45
Voldemort,"If there comes a time when Lord Voldemort stops sending that snake forth to do his bidding, but keeps it safe beside him under magical protection, then, I think, it will be safe to tell Harry.”",Harry Potter And The Deathly Hallows,4457,unknown,45
Harry,"Part of Lord Voldemort lives inside Harry, and it is that which gives him the power of speech with snakes, and a connection with Lord Voldemort’s mind that he has never understood.",Harry Potter And The Deathly Hallows,4458,unknown,45
Harry,"And while that fragment of soul, unmissed by Voldemort, remains attached to and protected by Harry, Lord Voldemort cannot die.”",Harry Potter And The Deathly Hallows,4458,unknown,45
Lily Potter’S,Everything was supposed to be to keep Lily Potter’s son safe.,Harry Potter And The Deathly Hallows,4468,unknown,45
Dumbledore,"“But this is touching, Severus,” said Dumbledore seriously.",Harry Potter And The Deathly Hallows,4469,unknown,45
Severus,"“But this is touching, Severus,” said Dumbledore seriously.",Harry Potter And The Deathly Hallows,4469,unknown,45
Dumbledore,"Dumbledore watched her fly away, and as her silvery glow faded he turned back to Snape, and his eyes were full of tears.",Harry Potter And The Deathly Hallows,4470,unknown,45
Voldemort,"“Not to do so will raise suspicion, when Voldemort believes you so well informed.",Harry Potter And The Deathly Hallows,4472,unknown,45
Harry’S,"However, you must plant the idea of decoys; that, I think, ought to ensure Harry’s safety.",Harry Potter And The Deathly Hallows,4472,unknown,45
Hogwarts,"And Severus, if you are forced to take part in the chase, be sure to act your part convincingly…I am counting upon you to remain in Lord Voldemort’s good books as long as possible, or Hogwarts will be left to the mercy of the Carrows…”",Harry Potter And The Deathly Hallows,4472,unknown,45
Severus,"And Severus, if you are forced to take part in the chase, be sure to act your part convincingly…I am counting upon you to remain in Lord Voldemort’s good books as long as possible, or Hogwarts will be left to the mercy of the Carrows…”",Harry Potter And The Deathly Hallows,4472,unknown,45
Lily,Tears were dripping from the end of his hooked nose as he read the old letter from Lily.,Harry Potter And The Deathly Hallows,4478,unknown,45
Dumbledore,cried the portrait of Dumbledore behind the headmaster’s chair.,Harry Potter And The Deathly Hallows,4484,unknown,45
Harry,If Voldemort should read Harry’s mind and see you acting for him – ”,Harry Potter And The Deathly Hallows,4484,unknown,45
Voldemort,If Voldemort should read Harry’s mind and see you acting for him – ”,Harry Potter And The Deathly Hallows,4484,unknown,45
Severus,"And Severus, be very careful, they may not take kindly to your appearance after George Weasley’s mishap – ”",Harry Potter And The Deathly Hallows,4487,unknown,45
George Weasley’S,"And Severus, be very careful, they may not take kindly to your appearance after George Weasley’s mishap – ”",Harry Potter And The Deathly Hallows,4487,unknown,45
Godric’S Hollow,"Along the way, he was to dispose of Voldemort’s remaining links to life, so that when at last he flung himself across Voldemort’s path, and did not raise a wand to defend himself, the end would be clean, and the job that ought to have been done in Godric’s Hollow would be finished.",Harry Potter And The Deathly Hallows,4490,unknown,45
Harry,"Of course there had been a bigger plan: Harry had simply been too foolish to see it, he realized that now.",Harry Potter And The Deathly Hallows,4495,unknown,45
Dumbledore,He had never questioned his own assumption that Dumbledore wanted him alive.,Harry Potter And The Deathly Hallows,4495,unknown,45
Dumbledore,"Dumbledore had passed the job of destroying them to him, and obediently he had continued to chip away at the bonds tying not only Voldemort, but himself, to life!",Harry Potter And The Deathly Hallows,4495,unknown,45
Harry,"One Horcrux remained to bind Voldemort to the earth, even after Harry had been killed.",Harry Potter And The Deathly Hallows,4497,unknown,45
Harry,"Harry pulled the Invisibility Cloak over himself and descended through the floors, at last walking down the marble staircase into the entrance hall.",Harry Potter And The Deathly Hallows,4502,unknown,46
Harry,"Harry had pulled off the Cloak: The idea had come to him out of nowhere, born out of a desire to make absolutely sure.",Harry Potter And The Deathly Hallows,4509,unknown,46
Neville,Neville asked suspiciously.,Harry Potter And The Deathly Hallows,4510,unknown,46
Dumbledore,"But he pulled himself together again: This was crucial, he must be like Dumbledore, keep a cool head, make sure there were backups, others to carry on.",Harry Potter And The Deathly Hallows,4515,unknown,46
Harry,Dumbledore had died knowing that three people still knew about the Horcruxes; now Neville would take Harry’s place: There would still be three in the secret.,Harry Potter And The Deathly Hallows,4515,unknown,46
Dumbledore,Dumbledore had died knowing that three people still knew about the Horcruxes; now Neville would take Harry’s place: There would still be three in the secret.,Harry Potter And The Deathly Hallows,4515,unknown,46
Harry,"“We’re all going to keep fighting, Harry.",Harry Potter And The Deathly Hallows,4518,unknown,46
Harry,Harry swung the Cloak back over himself and walked on.,Harry Potter And The Deathly Hallows,4520,unknown,46
Ginny,"“I know,” said Ginny, and her voice broke.",Harry Potter And The Deathly Hallows,4524,unknown,46
Harry,And again Harry understood without having to think.,Harry Potter And The Deathly Hallows,4536,unknown,46
James,"“You are nearly there,” said James.",Harry Potter And The Deathly Hallows,4545,unknown,46
Lupin,"He wants it over,” said Lupin.",Harry Potter And The Deathly Hallows,4548,unknown,46
Harry,"Harry clutched the Cloak tightly around him in the darkness, traveling deeper and deeper into the forest, with no idea where exactly Voldemort was, but sure that he would find him.",Harry Potter And The Deathly Hallows,4555,unknown,46
Lily,"Beside him, making scarcely a sound, walked James, Sirius, Lupin, and Lily, and their presence was his courage, and the reason he was able to keep putting one foot in front of the other.",Harry Potter And The Deathly Hallows,4555,unknown,46
Yaxley,"“Definitely heard something,” said Yaxley.",Harry Potter And The Deathly Hallows,4560,unknown,46
Yaxley,"“Better go back,” said Yaxley.",Harry Potter And The Deathly Hallows,4563,unknown,46
Harry,"Harry followed them, knowing that they would lead him exactly where he wanted to go.",Harry Potter And The Deathly Hallows,4564,unknown,46
Harry,"They had traveled on mere minutes when Harry saw light ahead, and Yaxley and Dolohov stepped out into a clearing that Harry knew had been the place where the monstrous Aragog had once lived.",Harry Potter And The Deathly Hallows,4565,unknown,46
Dolohov,"They had traveled on mere minutes when Harry saw light ahead, and Yaxley and Dolohov stepped out into a clearing that Harry knew had been the place where the monstrous Aragog had once lived.",Harry Potter And The Deathly Hallows,4565,unknown,46
Aragog,"They had traveled on mere minutes when Harry saw light ahead, and Yaxley and Dolohov stepped out into a clearing that Harry knew had been the place where the monstrous Aragog had once lived.",Harry Potter And The Deathly Hallows,4565,unknown,46
Harry,"They seemed as scared as Harry, whose heart was now throwing itself against his ribs as though determined to escape the body he was about to cast aside.",Harry Potter And The Deathly Hallows,4573,unknown,46
Harry,"Bellatrix, who had leapt to her feet, was looking eagerly from Voldemort to Harry, her breast heaving.",Harry Potter And The Deathly Hallows,4578,unknown,46
Harry,"And still, Voldemort and Harry looked at each other, and now Voldemort tilted his head a little to the side, considering the boy standing before him, and a singularly mirthless smile curled the lipless mouth.",Harry Potter And The Deathly Hallows,4579,unknown,46
Albus Dumbledore,"Albus Dumbledore was walking toward him, sprightly and upright, wearing sweeping robes of midnight blue.",Harry Potter And The Deathly Hallows,4595,unknown,46
Dumbledore,"“And that,” said Dumbledore, “will, I think, have made all the difference.”",Harry Potter And The Deathly Hallows,4601,unknown,47
Harry,"“You were the seventh Horcrux, Harry, the Horcrux he never meant to make.",Harry Potter And The Deathly Hallows,4615,unknown,47
Horcrux,"“You were the seventh Horcrux, Harry, the Horcrux he never meant to make.",Harry Potter And The Deathly Hallows,4615,unknown,47
Harry,"“What you must understand, Harry, is that you and Lord Voldemort have journeyed together into realms of magic hitherto unknown and untested.",Harry Potter And The Deathly Hallows,4622,unknown,47
Voldemort,"But then, if he had been able to understand, he could not be Lord Voldemort, and might never have murdered at all.",Harry Potter And The Deathly Hallows,4623,unknown,47
Voldemort,"The cores reacted in a way that Lord Voldemort, who never knew that your wand was a twin of his, had ever expected.",Harry Potter And The Deathly Hallows,4624,unknown,47
Harry,"“But if my wand was so powerful, how come Hermione was able to break it?” asked Harry.",Harry Potter And The Deathly Hallows,4627,unknown,47
Hermione,"“But if my wand was so powerful, how come Hermione was able to break it?” asked Harry.",Harry Potter And The Deathly Hallows,4627,unknown,47
Dumbledore,"though a good one, I am sure,” Dumbledore finished kindly.",Harry Potter And The Deathly Hallows,4628,unknown,47
Harry,"Until Dumbledore had asked, Harry had not known.",Harry Potter And The Deathly Hallows,4633,unknown,47
Dumbledore,"Until Dumbledore had asked, Harry had not known.",Harry Potter And The Deathly Hallows,4633,unknown,47
Harry,"“What are you talking about?” asked Harry, startled by Dumbledore’s tone, by the sudden tears in his eyes.",Harry Potter And The Deathly Hallows,4643,unknown,47
Dumbledore,"“What are you talking about?” asked Harry, startled by Dumbledore’s tone, by the sudden tears in his eyes.",Harry Potter And The Deathly Hallows,4643,unknown,47
Dumbledore,"“Real, and dangerous, and a lure for fools,” said Dumbledore.",Harry Potter And The Deathly Hallows,4645,unknown,47
Harry,"“Master of death, Harry, master of Death!",Harry Potter And The Deathly Hallows,4647,unknown,47
Dumbledore,"“True, true,” said Dumbledore, and he was like a child seeking reassurance.",Harry Potter And The Deathly Hallows,4649,unknown,47
Dumbledore,"After all his anger at Dumbledore, how odd it was to sit here, beneath the high, vaulted ceiling, and defend Dumbledore from himself.",Harry Potter And The Deathly Hallows,4650,unknown,47
Godric’S Hollow,"“The Cloak, as you know now, traveled down through the ages, father to son, mother to daughter, right down to Ignotus’s last living descendant, who was born, as Ignotus was, in the village of Godric’s Hollow.”",Harry Potter And The Deathly Hallows,4657,unknown,47
Cloak,"You have guessed,, I know, why the Cloak was in my possession on the night your parents died.",Harry Potter And The Deathly Hallows,4658,unknown,47
James,James had showed it to me just a few days previously.,Harry Potter And The Deathly Hallows,4658,unknown,47
Harry,"“The Cloak wouldn’t have helped them survive, though,” Harry said quickly.",Harry Potter And The Deathly Hallows,4659,unknown,47
Muggles,"“You know the secret of my sister’s ill health, what those Muggles did, what she became.",Harry Potter And The Deathly Hallows,4663,unknown,47
Dumbledore,"Dumbledore stated it baldly, coldly.",Harry Potter And The Deathly Hallows,4664,unknown,47
Cloak,"Both of us could conceal ourselves well enough without the Cloak, the true magic of which, of course, is that it can be used to protect and shield others as well as its owner.",Harry Potter And The Deathly Hallows,4672,unknown,47
Cloak,"I thought that, if we ever found it, it might be useful in hiding Ariana, but our interest in the Cloak was mainly that it completed the trio, for the legend said that the man who had united all three objects would then be truly master of death, which we took to mean ‘invincible.’",Harry Potter And The Deathly Hallows,4672,unknown,47
Grindelwald,"“Invincible masters of death, Grindelwald and Dumbledore!",Harry Potter And The Deathly Hallows,4673,unknown,47
Grindelwald,"“Well, Grindelwald fled, as anyone but I could have predicted.",Harry Potter And The Deathly Hallows,4677,unknown,47
Scimgeour,"“But you’d have been better, much better, than Fudge or Scimgeour!”",Harry Potter And The Deathly Hallows,4679,unknown,47
Harry,"It is a curious thing, Harry, but perhaps those who are best suited to power are those who have never sought it.",Harry Potter And The Deathly Hallows,4680,unknown,47
Grindelwald,"But while I busied myself with the training of young wizards, Grindelwald was raising an army.",Harry Potter And The Deathly Hallows,4682,unknown,47
Hallow,to prevent Voldemort from taking the Hallow . . .”,Harry Potter And The Deathly Hallows,4690,unknown,47
Harry,"maybe from breaking into your tomb?” suggested Harry, and Dumbledore dabbed his eyes.",Harry Potter And The Deathly Hallows,4691,unknown,47
Dumbledore,"maybe from breaking into your tomb?” suggested Harry, and Dumbledore dabbed his eyes.",Harry Potter And The Deathly Hallows,4691,unknown,47
Harry,"“When I discovered it, after all those years, buried in the abandoned home of the Gaunts --- the Hallow I had craved most of all, though in my youth I had wanted it for very different reasons --- I lost my head, Harry.",Harry Potter And The Deathly Hallows,4693,unknown,47
Dumbledore,How coul dhe remain angry with Dumbledore now?,Harry Potter And The Deathly Hallows,4698,unknown,47
Voldemort,"So Voldemort, instead of asking himself what quality it was in you that had made your wand so strong, what gift you possessed that he did not, naturally set out to find the one wand that, they said, would beat any other.",Harry Potter And The Deathly Hallows,4701,unknown,48
Harry,"But I know this, Harry, that you have less to fear from returning here than he does.”",Harry Potter And The Deathly Hallows,4706,unknown,48
Harry,Harry glanced again at the raw looking thing that trembled and choked in the shadow beneath the distant chair.,Harry Potter And The Deathly Hallows,4707,unknown,48
Harry,Something had happened when he had hit Harry with,Harry Potter And The Deathly Hallows,4728,unknown,48
Harry,"“I do not require assitance,” said Voldemort coldly, and though he could not see it, Harry pictured",Harry Potter And The Deathly Hallows,4730,unknown,48
Harry,Harry did not know who had been sent to verify.,Harry Potter And The Deathly Hallows,4735,unknown,48
Harry,"Hands, softer than he had been expecting, touched Harry's face, and felt his heart.",Harry Potter And The Deathly Hallows,4737,unknown,48
Narcissa Malfoy,Narcissa Malfoy called to the watchers.,Harry Potter And The Deathly Hallows,4740,unknown,48
Hogwarts,"Narcissa knew that the only way she would be permitted to enter Hogwarts,",Harry Potter And The Deathly Hallows,4743,unknown,48
Harry,"Harry had been expecting it, knew his body would not be allowed to remain unsullied upon the forest floor; it must be subjected",Harry Potter And The Deathly Hallows,4746,unknown,48
Voldemort,"“You carry him,” Voldemort said.",Harry Potter And The Deathly Hallows,4752,unknown,48
Harry,Harry could feel Hagrid's arms trembling with the force of his heaving sobs; great tears splashed down upon him,Harry Potter And The Deathly Hallows,4755,unknown,48
Harry,The two giants crashed along behind the Death Eaters; Harry could hear trees creaking and falling as they passed; they made so,Harry Potter And The Deathly Hallows,4760,unknown,48
Harry,Harry wondered how many centaurs were watching their procession pass;,Harry Potter And The Deathly Hallows,4764,unknown,48
Harry,"over them where they sood, and Harry heard the rasping breath of the dementors that patrolled the other trees.",Harry Potter And The Deathly Hallows,4768,unknown,48
Harry,Voldemort was so close to him that Harry did not dare open his eyes again.,Harry Potter And The Deathly Hallows,4776,unknown,48
Voldemort,Voldemort was so close to him that Harry did not dare open his eyes again.,Harry Potter And The Deathly Hallows,4776,unknown,48
Harry,"“Come,” said Voldemort, and Harry heard him move ahead, and Hagrid was forced to follow.",Harry Potter And The Deathly Hallows,4777,unknown,48
Harry,The Death Eaters camte to a halt; Harry heard them spreading out in a line facing the opne front doors of the school.,Harry Potter And The Deathly Hallows,4783,unknown,48
Ginny,"Ron's, Hermione's, and Ginny's voices were worse than McGonagall's; Harry wanted nothing more than to call back, yet he made himself lie",Harry Potter And The Deathly Hallows,4790,unknown,48
Harry,"Ron's, Hermione's, and Ginny's voices were worse than McGonagall's; Harry wanted nothing more than to call back, yet he made himself lie",Harry Potter And The Deathly Hallows,4790,unknown,48
Ron,"Ron's, Hermione's, and Ginny's voices were worse than McGonagall's; Harry wanted nothing more than to call back, yet he made himself lie",Harry Potter And The Deathly Hallows,4790,unknown,48
Harry,"“You see? said Voldemort, and Harry felt him striding backward and forward right beside the place where he lay. ”",Harry Potter And The Deathly Hallows,4793,unknown,48
Ron,"“He beat you!” yelled Ron, and the charm broke, and the defenders of Hogwarts were shouting and screaming again until a second, more",Harry Potter And The Deathly Hallows,4795,unknown,48
Hogwarts,"“He beat you!” yelled Ron, and the charm broke, and the defenders of Hogwarts were shouting and screaming again until a second, more",Harry Potter And The Deathly Hallows,4795,unknown,48
Harry,"Harry heard a scuffle and a shout, then another bang, a flash of light, and grunt of pain; he opened his eyes an infinitesimal",Harry Potter And The Deathly Hallows,4797,unknown,48
Fluid Motin,"In one swift, fluid motin, Neville broke free of the Body-Bind Curse upon him; the flaming har fell off him and he drew from its depths something silver, with a glittering, rubied handle -",Harry Potter And The Deathly Hallows,4814,unknown,49
Harry,"Still hidden beneath the Invisibility Cloak, Harry was buffered into the entrance hall: He was searching for Voldemort and saw him across the room, firing spells from his wand as he backed into the Great Hall, still screaming instructions to his followers as he sent curses flying left and right; Harry cast more Shield Charms, and Voldemort's would-be victims.",Harry Potter And The Deathly Hallows,4817,unknown,49
Hannah Abbott,"Seamus Finnigan and Hannah Abbott, datted past him into the Great Hall, where they joined the fight already flourishing inside it.",Harry Potter And The Deathly Hallows,4817,unknown,49
Seamus Finnigan,"Seamus Finnigan and Hannah Abbott, datted past him into the Great Hall, where they joined the fight already flourishing inside it.",Harry Potter And The Deathly Hallows,4817,unknown,49
Harry,"The centaurs Bane, Ronan and Magorian burst into the hall with a great clatter of hooves, as behind Harry the door that led to the kitchens was blasted off its hinges.",Harry Potter And The Deathly Hallows,4818,unknown,49
Ronan,"The centaurs Bane, Ronan and Magorian burst into the hall with a great clatter of hooves, as behind Harry the door that led to the kitchens was blasted off its hinges.",Harry Potter And The Deathly Hallows,4818,unknown,49
Bane,"The centaurs Bane, Ronan and Magorian burst into the hall with a great clatter of hooves, as behind Harry the door that led to the kitchens was blasted off its hinges.",Harry Potter And The Deathly Hallows,4818,unknown,49
Harry,"They were hacking and stabbing at the ankles and shim of Death Eaters their tiny faces alive with malice, and everywhere Harry looked Death Eaters were folding under sheer weight of numbers, overcome by spells, dragging arrows from wounds, stabbed in the leg by elves, or else simply attempting to escape, but swallowed by the oncoming horde.",Harry Potter And The Deathly Hallows,4820,unknown,49
Harry,"But it was not over yet: Harry sped between duelers, past atruggling prosoners, and into he Great Hall.",Harry Potter And The Deathly Hallows,4821,unknown,49
Harry,"Harry could not get a clear shot, but fought his way nearer, still invisible, and the Great Hall became more and more crowded as everyone who could walk forced their way inside.",Harry Potter And The Deathly Hallows,4822,unknown,49
Kingsley,"Voldemort was now dueling McGonagall, Slughorn, Kingsley all at once, and there was a cold hatred in his face as they wove and ducked around him, unable to finish him -",Harry Potter And The Deathly Hallows,4824,unknown,49
Harry,"Harry watched with terror and elation as Molly Weasley's wand slashed and twisted, and Bellatrix Lestrange's smile faltered and became a snarl.",Harry Potter And The Deathly Hallows,4828,unknown,49
Molly Weasley'S,"Harry watched with terror and elation as Molly Weasley's wand slashed and twisted, and Bellatrix Lestrange's smile faltered and became a snarl.",Harry Potter And The Deathly Hallows,4828,unknown,49
Weasley,"Mrs. Weasley cried as a few students ran forward, trying to come to her aid.",Harry Potter And The Deathly Hallows,4829,unknown,49
Harry,"Harry felt as though he turned into slow motin: he saw McGonagall, Kingsley and Slughorn blasted backward, flailing and writhing through the air, as Voldemort's fury at the fall of his last, best leutenant exploded with the force of a bomb, Voldemort raised his wand and directed it at Molly Weasley.",Harry Potter And The Deathly Hallows,4836,unknown,49
Voldemort,"Harry felt as though he turned into slow motin: he saw McGonagall, Kingsley and Slughorn blasted backward, flailing and writhing through the air, as Voldemort's fury at the fall of his last, best leutenant exploded with the force of a bomb, Voldemort raised his wand and directed it at Molly Weasley.",Harry Potter And The Deathly Hallows,4836,unknown,49
Molly Weasley,"Harry felt as though he turned into slow motin: he saw McGonagall, Kingsley and Slughorn blasted backward, flailing and writhing through the air, as Voldemort's fury at the fall of his last, best leutenant exploded with the force of a bomb, Voldemort raised his wand and directed it at Molly Weasley.",Harry Potter And The Deathly Hallows,4836,unknown,49
Harry,"The yell of shock, the cheers, the screams on every side of :“Harry!”",Harry Potter And The Deathly Hallows,4838,unknown,49
Potter,"Who are you going to use as a shield today, Potter?”",Harry Potter And The Deathly Hallows,4840,unknown,49
Harry,"Voldemort did not speak, but powled in a circle, and Harry knew that he kept him temporarily mesmerized at bay, held back by the faintest possibility that Harry might indeed know a final secret. . . .",Harry Potter And The Deathly Hallows,4848,unknown,49
Harry,"Voldemort hurled the words at Harry as in the marble tomb in the grounds of this castle, I have seen it, Potter, and he will not return!""",Harry Potter And The Deathly Hallows,4859,unknown,49
Potter,"Voldemort hurled the words at Harry as in the marble tomb in the grounds of this castle, I have seen it, Potter, and he will not return!""",Harry Potter And The Deathly Hallows,4859,unknown,49
Dumbledore,"“Yes, Dumbledore is dead,” said Harry calmly, “but you didn't have him killed.",Harry Potter And The Deathly Hallows,4860,unknown,49
Harry Calmly,"“Yes, Dumbledore is dead,” said Harry calmly, “but you didn't have him killed.",Harry Potter And The Deathly Hallows,4860,unknown,49
Potter,"Oh, but it all makes sense, Potter, and in ways that you do not understand!",Harry Potter And The Deathly Hallows,4866,unknown,49
Dumbledore,“Dumbledore was trying to keep the Elder Wand from me!,Harry Potter And The Deathly Hallows,4867,unknown,49
The Elder Wand,“Dumbledore was trying to keep the Elder Wand from me!,Harry Potter And The Deathly Hallows,4867,unknown,49
Severus Snape,Severus Snape was never the true master of the Elder Wand.,Harry Potter And The Deathly Hallows,4873,unknown,49
Dumbledore,Snape never beat Dumbledore!,Harry Potter And The Deathly Hallows,4874,unknown,49
Dumbledore,Dumbledore’s death was planned between them!,Harry Potter And The Deathly Hallows,4874,unknown,49
Dumbledore,"Dumbledore instended to die, undefeated, the wand’s last true master!",Harry Potter And The Deathly Hallows,4874,unknown,49
The Elder Wand,"The Elder Wand recognized a new master before Dumbledore died, someone who never even laid a hand on it.",Harry Potter And The Deathly Hallows,4876,unknown,49
Dumbledore,"The Elder Wand recognized a new master before Dumbledore died, someone who never even laid a hand on it.",Harry Potter And The Deathly Hallows,4876,unknown,49
Draco Malfoy,“The true master of the Elder Wand was Draco Malfoy.”,Harry Potter And The Deathly Hallows,4878,unknown,49
Harry,"Harry heard the high voice shriek as he too yelled his best hope to the heavens, pointing Draco’s wand:",Harry Potter And The Deathly Hallows,4884,unknown,49
Harry,"And Harry, with the unerring skill of the Seeker, caught the wand in his free hand as Voldemort fell backward, arms splayed, the slit pupils of the scarlet eyes rolling upward.",Harry Potter And The Deathly Hallows,4885,unknown,49
Seeker,"And Harry, with the unerring skill of the Seeker, caught the wand in his free hand as Voldemort fell backward, arms splayed, the slit pupils of the scarlet eyes rolling upward.",Harry Potter And The Deathly Hallows,4885,unknown,49
Tom Riddle,"Tom Riddle hit the floor with a mundane finality, his body feeble and shrunken, the white hands empty, the snakelike face vacant and unknowing.",Harry Potter And The Deathly Hallows,4885,unknown,49
Colin Creevey,"They moved Voldemort’s body and laid it in a chamber off the Hall, away form the bodies of Fred, Tonks, Lupin, Colin Creevey, and fifty others who had died fighting him.",Harry Potter And The Deathly Hallows,4888,unknown,49
Lupin,"They moved Voldemort’s body and laid it in a chamber off the Hall, away form the bodies of Fred, Tonks, Lupin, Colin Creevey, and fifty others who had died fighting him.",Harry Potter And The Deathly Hallows,4888,unknown,49
Harry,"Everyone who heard looked around, and Harry slid the Cloak up over himself, and got to his feet.",Harry Potter And The Deathly Hallows,4891,unknown,49
Dexter Fortescue,"Dilys Derwent sobbed unashamedly; Dexter Fortescue was waving his ear-trumpet; and Phineas Niggelus called, in his high, reedy voice, “And let it be noted that Slytherin House played its part!",Harry Potter And The Deathly Hallows,4901,unknown,50
Harry,“That wand’s more trouble than it’s worth.” said Harry.,Harry Potter And The Deathly Hallows,4916,unknown,50
James,"With a slightly cocky look over his shoulder at his younger brother, James took the trolley from his mother and broke into a run.",Harry Potter And The Deathly Hallows,4921,unknown,50
Harry,"“And you don't want to believe everything he tells you about Hogwarts,” Harry put in.",Harry Potter And The Deathly Hallows,4925,unknown,50
Hogwarts,"“And you don't want to believe everything he tells you about Hogwarts,” Harry put in.",Harry Potter And The Deathly Hallows,4925,unknown,50
Harry,"Detached from their owners, voices sounded unnaturally loud, Harry thought he head Percy discoursing loudly on broomstick regulations, and was quite glad of the excuse not to stop and say hello. . . .",Harry Potter And The Deathly Hallows,4928,unknown,50
Percy,"Detached from their owners, voices sounded unnaturally loud, Harry thought he head Percy discoursing loudly on broomstick regulations, and was quite glad of the excuse not to stop and say hello. . . .",Harry Potter And The Deathly Hallows,4928,unknown,50
Ginny,"Draco caught sight of Harry, Ron, Hermione, and Ginny staring at him, nodded curtly, and turned away again.",Harry Potter And The Deathly Hallows,4938,unknown,50
"Harry, Ron, Hermione","Draco caught sight of Harry, Ron, Hermione, and Ginny staring at him, nodded curtly, and turned away again.",Harry Potter And The Deathly Hallows,4938,unknown,50
Rosie,"“Make sure you beat him in every test, Rosie.",Harry Potter And The Deathly Hallows,4939,unknown,50
Ron,"“You're right, sorry,” said Ron, but unable to help himself, he added, “Don't get too friendly with him, though, Rosie.",Harry Potter And The Deathly Hallows,4941,unknown,50
Rosie,"“You're right, sorry,” said Ron, but unable to help himself, he added, “Don't get too friendly with him, though, Rosie.",Harry Potter And The Deathly Hallows,4941,unknown,50
James,James added as though worried he had not made himself clear.,Harry Potter And The Deathly Hallows,4947,unknown,50
Harry,"“No,” said Harry firmly, “you and Al will share a room only when I want the house demolished.”",Harry Potter And The Deathly Hallows,4951,unknown,50
Al,"“No,” said Harry firmly, “you and Al will share a room only when I want the house demolished.”",Harry Potter And The Deathly Hallows,4951,unknown,50
James,And don't let James wind you up.”,Harry Potter And The Deathly Hallows,4959,unknown,50
Gryffindor,"But if it matter to you, you'll be able to choose Gryffindor over Slytherin.",Harry Potter And The Deathly Hallows,4963,unknown,50
Harry,The scar had not pained Harry for nineteen years.,Harry Potter And The Deathly Hallows,4970,unknown,50
Harry Potter'S,"Harry Potter's appearance did not endear him to the neighbors, who were the sort of people who thought scruffiness ought to be punishable by law, but as he had hidden himself behind a large hydrangea bush this evening he was quite invisible to passers-by.",Harry Potter And The Order Of The Phoenix,2,unknown,1
Bush,"Harry Potter's appearance did not endear him to the neighbors, who were the sort of people who thought scruffiness ought to be punishable by law, but as he had hidden himself behind a large hydrangea bush this evening he was quite invisible to passers-by.",Harry Potter And The Order Of The Phoenix,2,unknown,1
Harry,"On the whole, Harry thought he was to be congratulated on his idea of hiding here.",Harry Potter And The Order Of The Phoenix,3,unknown,1
Glad,'Glad to see the boy's stopped trying to butt in.,Harry Potter And The Order Of The Phoenix,5,unknown,1
